docid,source_url,normalized_source_url,source_domain,raw_act_path,raw_text_sha256,has_raw,has_structure,processing_status,index_policy,main_site_fit,court_system,court_level,region,court_name,case_number,decision_date,dispute_type_code,claim_type_codes
0Y1JyoZbl3HL,https://sudact.ru/regular/doc/0Y1JyoZbl3HL/,https://sudact.ru/regular/doc/0Y1JyoZbl3HL,sudact.ru,data/raw_acts/act_0Y1JyoZbl3HL.txt,91d83567ca0501c8e196ceff7fd88dcf87d530ab3fa74c2be574876e20af94f0,true,true,complete,index,true,general_jurisdiction,district,Оренбургская область,Центральный районный суд г. Оренбурга,2-115/2020,2020-05-27,goods_defect_art18,repair_or_defect_cure;damages;moral_damage;consumer_fine;expenses
0qJvaL8TjRNK,https://sudact.ru/regular/doc/0qJvaL8TjRNK/,https://sudact.ru/regular/doc/0qJvaL8TjRNK,sudact.ru,data/raw_acts/act_0qJvaL8TjRNK.txt,1ef69e3ed6e585b22a051a7accbb9f1590ed0b38710b58f27798e519e8b892cd,true,true,complete,index,true,general_jurisdiction,district,Волгоградская область,Дзержинский районный суд г. Волгограда,2-192/2020,2020-07-06,work_service_defect_art29,refund_price;penalty;damages;moral_damage;consumer_fine;expenses
0qwM485PLa1s,https://sudact.ru/regular/doc/0qwM485PLa1s/,https://sudact.ru/regular/doc/0qwM485PLa1s,sudact.ru,data/raw_acts/act_0qwM485PLa1s.txt,c2df99d6138a941a29303f59d6a5bac19aa7c622628b5a145615253154068307,true,true,complete,index,true,general_jurisdiction,district,Архангельская область,Новодвинский городской суд Архангельской области,2-1054/2020,2020-11-30,goods_defect_art18,refund_price;moral_damage;consumer_fine
12ENIh1cxpZo,https://sudact.ru/regular/doc/12ENIh1cxpZo/,https://sudact.ru/regular/doc/12ENIh1cxpZo,sudact.ru,data/raw_acts/act_12ENIh1cxpZo.txt,ec9ef70f3fceed2b37f0431b551359f685d958047053983cceb52e4153b3722c,true,true,complete,index,true,general_jurisdiction,district,Самарская область,Автозаводский районный суд г. Тольятти (Самарская область),2-8309/2025,2025-12-24,goods_defect_art18,refund_price;penalty;moral_damage;consumer_fine;expenses
17KhMs8uDxmn,https://sudact.ru/regular/doc/17KhMs8uDxmn/,https://sudact.ru/regular/doc/17KhMs8uDxmn,sudact.ru,data/raw_acts/act_17KhMs8uDxmn.txt,87313afdc1c13647987537f7552b9ac329f39ef1b3742d81ce39e1a25a70d9a2,true,true,complete,index,true,general_jurisdiction,district,Республика Башкортостан,Ленинский районный суд г. Уфы,2-2624/2017,2017-06-20,work_service_defect_art29,refund_price;damages;moral_damage;penalty;expenses
1MuNOiJg9Zgs,https://sudact.ru/regular/doc/1MuNOiJg9Zgs/,https://sudact.ru/regular/doc/1MuNOiJg9Zgs,sudact.ru,data/raw_acts/act_1MuNOiJg9Zgs.txt,68bfebf50252db28892ab85c0acba4fff53ca41441cfbdc765d46ebc487dbee7,true,true,complete,index,true,general_jurisdiction,district,Волгоградская область,Ворошиловский районный суд г. Волгограда,2-505/2024,2024-02-22,info_violation_art10_12,refund_price;moral_damage;consumer_fine
1RxwxVY6Q3YQ,https://sudact.ru/regular/doc/1RxwxVY6Q3YQ/,https://sudact.ru/regular/doc/1RxwxVY6Q3YQ,sudact.ru,data/raw_acts/act_1RxwxVY6Q3YQ.txt,176106f19958f7395f287709f0d94a576e036f0054a60c36c43557e47093de5f,true,true,complete,index,true,general_jurisdiction,district,Республика Татарстан,Балтасинский районный суд,2-317/2020,2020-05-12,unfair_terms_imposed_services_art16,refund_price;penalty;moral_damage;consumer_fine;expenses
1WquChZlLAlg,https://sudact.ru/regular/doc/1WquChZlLAlg/,https://sudact.ru/regular/doc/1WquChZlLAlg,sudact.ru,data/raw_acts/act_1WquChZlLAlg.txt,6a611a183a523530eeabea42915813766adaaff2cf620ca322f1b511c469a349,true,true,complete,index,true,general_jurisdiction,районный,Санкт-Петербург,Кронштадтский районный суд Санкт-Петербурга,2-23/2020 (2-383/2019),08.07.2020,consumer_material_damage_art35,refund_price;damages;moral_damage;penalty
1w89Nc1UMNmm,https://sudact.ru/regular/doc/1w89Nc1UMNmm/,https://sudact.ru/regular/doc/1w89Nc1UMNmm,sudact.ru,data/raw_acts/act_1w89Nc1UMNmm.txt,62be9bc9b12a09626370c0c197deca80278b51a3cfd9deb8fb83ab90a943cdd9,true,true,complete,index,true,general_jurisdiction,district,Липецкая область,Грязинский городской суд Липецкой области,2-784/2024,2024-05-14,goods_defect_art18,refund_price;penalty;moral_damage;consumer_fine;expenses
1yfD2XxjDDrJ,https://sudact.ru/regular/doc/1yfD2XxjDDrJ/,https://sudact.ru/regular/doc/1yfD2XxjDDrJ,sudact.ru,data/raw_acts/act_1yfD2XxjDDrJ.txt,6770d7dceaca384cd8b5390a92fe2cf112cfcf2677e8e714fbdc083ab88a6d7a,true,true,complete,index,true,general_jurisdiction,district,Краснодарский край,Октябрьский районный суд г. Новороссийска (Краснодарский край),2-1088/2020,2020-07-09,goods_defect_art18,refund_price;penalty;moral_damage;consumer_fine;expenses
2CFuVIPm27d0,https://sudact.ru/regular/doc/2CFuVIPm27d0/,https://sudact.ru/regular/doc/2CFuVIPm27d0,sudact.ru,data/raw_acts/act_2CFuVIPm27d0.txt,87f7079ab3e8f566cc0ec7c883a7794fb52829ce43106bf1d641f30732a5e581,true,true,complete,index,true,general_jurisdiction,district,Республика Дагестан,Кировский районный суд г. Махачкалы,2-3705/2017,2017-11-27,harm_from_defect_art14,damages;moral_damage;expenses
2TGeURZDGtHr,https://sudact.ru/regular/doc/2TGeURZDGtHr/,https://sudact.ru/regular/doc/2TGeURZDGtHr,sudact.ru,data/raw_acts/act_2TGeURZDGtHr.txt,609f65ddb528b98c81cbcce275ab7907b28225c38108a91609ee7120c66e01d9,true,true,complete,index,true,general_jurisdiction,районный,Костромская область,Чухломский районный суд Костромской области,2-63/2020,16.10.2020,work_service_defect_art29,damages;penalty;moral_damage;consumer_fine;expenses
37i0sRTiFB6Q,https://sudact.ru/regular/doc/37i0sRTiFB6Q/,https://sudact.ru/regular/doc/37i0sRTiFB6Q,sudact.ru,data/raw_acts/act_37i0sRTiFB6Q.txt,d43a542ee37d7c24dcd3c0091735e860edbea602de732ecab33a0bdf602cff16,true,true,complete,hold,false,general_jurisdiction,district,Иркутская область,Ангарский городской суд Иркутской области,2-3871/2020,2020-10-22,non_consumer_hold,hold
3CbF7Lc1r1LN,https://sudact.ru/regular/doc/3CbF7Lc1r1LN/,https://sudact.ru/regular/doc/3CbF7Lc1r1LN,sudact.ru,data/raw_acts/act_3CbF7Lc1r1LN.txt,2ab1baff08b2a8f28e2001f9b7ef5a0fdf4111922c9a83631fb0ee236e6ce3ee,true,true,complete,index,true,general_jurisdiction,Районный суд,Республика Татарстан,Кировский районный суд г. Казани,2-2695/2017,2017-12-07,work_service_delay_art28,refund_price;consumer_fine;moral_damage;expenses
3EKlRihBcpmt,https://sudact.ru/regular/doc/3EKlRihBcpmt/,https://sudact.ru/regular/doc/3EKlRihBcpmt,sudact.ru,data/raw_acts/act_3EKlRihBcpmt.txt,0944c791a85f2c5b8c4dce0b458f9a5672e619246667ff2b3bff18a78ec79158,true,true,complete,index,true,general_jurisdiction,районный,Республика Башкортостан,Советский районный суд г. Уфы Республики Башкортостан,2-2224/2020,28.05.2020,service_refusal_art32,refund_price;penalty;moral_damage;consumer_fine;expenses
3mGKVaOIJ3g8,https://sudact.ru/regular/doc/3mGKVaOIJ3g8/,https://sudact.ru/regular/doc/3mGKVaOIJ3g8,sudact.ru,data/raw_acts/act_3mGKVaOIJ3g8.txt,63338814cb1d0bb6ce14f542778d9a5a2c257387c7d4f9260b3b3633049c5d29,true,true,complete,index,true,general_jurisdiction,district,Республика Башкортостан,Советский районный суд города Уфы,2-720/2020,2020-02-12,proper_quality_goods_exchange_art25,refund_price;penalty;moral_damage;consumer_fine;expenses
3mMKR7CNUYQ8,https://sudact.ru/regular/doc/3mMKR7CNUYQ8/,https://sudact.ru/regular/doc/3mMKR7CNUYQ8,sudact.ru,data/raw_acts/act_3mMKR7CNUYQ8.txt,bc53045bcc4a923502bb5ac699f3ebd4f72809913886500466b47222ac6fa0bc,true,true,complete,index,true,general_jurisdiction,district,Приморский край,Первомайский районный суд г. Владивостока Приморского края,2-1302/2021,2021-07-15,service_refusal_art32,refund_price;consumer_fine
3upYOEUsOC6X,https://sudact.ru/regular/doc/3upYOEUsOC6X/,https://sudact.ru/regular/doc/3upYOEUsOC6X,sudact.ru,data/raw_acts/act_3upYOEUsOC6X.txt,2e150ef90db730ac903daae100047dcadb1598d90d2454deffa98a91ed474ae2,true,true,complete,index,true,general_jurisdiction,районный,Свердловская область,Чкаловский районный суд г. Екатеринбурга,2-1/2024,28.02.2024,prepaid_goods_delay_art23_1,refund_price;penalty;moral_damage;consumer_fine;expenses
43XAPWx3KQZV,https://sudact.ru/regular/doc/43XAPWx3KQZV/,https://sudact.ru/regular/doc/43XAPWx3KQZV,sudact.ru,data/raw_acts/act_43XAPWx3KQZV.txt,2543b67d93faa83d1f2537f4f7654fad55e0ff8266f95ac473c730585fe67172,true,true,complete,hold,false,general_jurisdiction,district,Ульяновская область,Засвияжский районный суд г. Ульяновска (Ульяновская область),2-4568/2025,2025-12-10,non_consumer_hold,hold
44gsbu4dGBNQ,https://sudact.ru/regular/doc/44gsbu4dGBNQ/,https://sudact.ru/regular/doc/44gsbu4dGBNQ,sudact.ru,data/raw_acts/act_44gsbu4dGBNQ.txt,1c2219ec6fe18eb4bb390b487abb3cd5fa820e15774d13ce74e575410a6e5afa,true,true,complete,index,true,general_jurisdiction,районный,Саратовская область,Энгельсский районный суд Саратовской области,2-3228/2024,06.06.2024,service_refusal_art32,refund_price;penalty;moral_damage;consumer_fine;expenses
4686FPHUhLZC,https://sudact.ru/regular/doc/4686FPHUhLZC/,https://sudact.ru/regular/doc/4686FPHUhLZC,sudact.ru,data/raw_acts/act_4686FPHUhLZC.txt,1e393bba3a4c50d0ce166d06328420a62498042988a30f753ddfe85ed3fb6b8d,true,true,complete,index,true,general_jurisdiction,district,Алтайский край,Железнодорожный районный суд г. Барнаула (Алтайский край),2-3333/2018,2018-11-06,info_violation_art10_12,refund_price;moral_damage;consumer_fine
4R6JU5dS08gV,https://sudact.ru/regular/doc/4R6JU5dS08gV/,https://sudact.ru/regular/doc/4R6JU5dS08gV,sudact.ru,data/raw_acts/act_4R6JU5dS08gV.txt,6c22a3e01bd36af466eb0e194fbe80685976800b2d95d31b5b452cc2f9fb9c23,true,true,complete,index,true,general_jurisdiction,районный,Республика Татарстан,Советский районный суд г. Казани,2-116/2020,13.01.2020,goods_defect_art18,refund_price;penalty;moral_damage;consumer_fine
4lxVIPUNKglJ,https://sudact.ru/regular/doc/4lxVIPUNKglJ/,https://sudact.ru/regular/doc/4lxVIPUNKglJ,sudact.ru,data/raw_acts/act_4lxVIPUNKglJ.txt,03e8853f8e30ace40d8b2de4eb0f136d1ffb1b45541e96be888e66aae32edd78,true,true,complete,index,true,general_jurisdiction,district,Тульская область,Пролетарский районный суд г. Тулы,2-1328/2017,2017-07-10,service_refusal_art32,refund_price;expenses
4nJ71tJWGLLr,https://sudact.ru/regular/doc/4nJ71tJWGLLr/,https://sudact.ru/regular/doc/4nJ71tJWGLLr,sudact.ru,data/raw_acts/act_4nJ71tJWGLLr.txt,78546a1932ea833f5fb57104688f13192943202f0c5197c56f49a30e0fd5dec6,true,true,complete,index,true,general_jurisdiction,district,Московская область,Подольский городской суд Московской области,2-1951/2025,2025-03-05,info_violation_art10_12,moral_damage;consumer_fine
50MnpFBeHEl8,https://sudact.ru/regular/doc/50MnpFBeHEl8/,https://sudact.ru/regular/doc/50MnpFBeHEl8,sudact.ru,data/raw_acts/act_50MnpFBeHEl8.txt,a4637690259747ee01c5175d92570130f0bd6309889dc8acfc7a079d4d024e43,true,true,complete,index,true,general_jurisdiction,районный,Кемеровская область,Центральный районный суд г. Новокузнецка,2-3816/2021,2021-07-12,goods_defect_art18,refund_price;penalty;consumer_fine;expenses
51kGOAmFj6gC,https://sudact.ru/regular/doc/51kGOAmFj6gC/,https://sudact.ru/regular/doc/51kGOAmFj6gC,sudact.ru,data/raw_acts/act_51kGOAmFj6gC.txt,fb3daa2bc58d367dbb45f30d33a36a02e8ad6858f0b01eb34b88f23c5ee85550,true,true,complete,index,true,general_jurisdiction,районный,Мурманская область,Первомайский районный суд г. Мурманска,2-923/2020,28.02.2020,work_service_defect_art29,repair_or_defect_cure;price_reduction;moral_damage;consumer_fine;expenses
52yel0MbTAQv,https://sudact.ru/regular/doc/52yel0MbTAQv/,https://sudact.ru/regular/doc/52yel0MbTAQv,sudact.ru,data/raw_acts/act_52yel0MbTAQv.txt,7e4cf3d15b51105ca4b74fa0a1122c86618f19dcabe26d13a853f1818aca8509,true,true,complete,index,true,general_jurisdiction,district,Красноярский край,Норильский городской суд,2-6/2020,2020-07-30,work_service_defect_art29,damages;moral_damage;consumer_fine;expenses
